Comment,Designator,Footprint,LCSC Part Number
40V 600mV@1A,"D0,D17,D2,D34,D31,D41,D39,D7,D35,D27,D21,D18,D40,D33,D37,D32,D5,D6,D29,D8,D10,D25,D4,D42,D22,D12,D28,D3,D14,D9,D15,D13,D30,D26,D23,D20,D19,D11,D43,D16,D24,D1,D36,D38",SOD-323,1N5819WS
